,title,artist,lyrics,mfcc,genre
80,Tree (feat. Eily),lofi,flash of sunlightthrough the leavessweet breeze falls meinto your armwhere my heart can be at easeyou’re there as alwayslike my own hutI wanna fall asleepjust like thiswith all this sound around meooh softlywith this world out of the wayThe green sways in the airtrembling like whisperinga lullabyHold me slowlyPut me closelyBack to dear mother’s armYou will wish me sweet dreamsif I’m having a nightmareLean on your backI could feel the warmthLooking in the distancetogether andpicturing the timehasn’t come yetFor a momentin the shade you’re givingfollowing a dragonflygo round and roundThe green sways in the airtrembling like whisperinga lullabyHold me slowlyPut me closelyBack to dear mother’s armYou will wish me sweet dreamsif I’m having a nightmareLean on your backI could feel the warmthI wanna fall asleepjust like thiswith all this sound around meooh softlywith this world out of the way,"[[-477.9318 -477.9318 -477.9318 ... -477.9318 -477.9318 -477.9318]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",RnB
81,걸어 (Feat.PEBBLE),WANNA (워나),내게 수많은 걱정들 속에너라는 이름은 없어어떻게 그럴 수가 있어묻는다면 나도 첨이야설명하긴 힘들지그래도 분명한 건 그저Fall in loveFall in love날 바라보는 너의 눈빛 속에I wanna go baby나만 갖고 싶던 그 미소가더는 그런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do It Do It Da Ra fall in love이제 이런 말을 하지 않아도다시 걸어너의 미소가 내게 다가와따스히 감쌀 때더 이상 원하는 건 없어매일이 새로운 너에게 그저 난I fall in love날 바라보는 너의 눈빛 속에I wanna go baby나만 갖고 싶던 그 미소가더는 그런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do it do it dara fall in love이제 이런 말을 하지 않아도 다시걸어너와 함께 걸어 지금 이 길을이제 이런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do It Do It Da Ra fallYou make me wanna love,"[[-549.13684   -549.13684   -527.59875   ... -549.13684   -549.13684
  -549.13684  ]
 [   0.           0.          29.038086  ...    0.           0.
     0.       ]
 [   0.           0.          25.21072   ...    0.           0.
     0.       ]
 ...
 [   0.           0.           2.9064379 ...    0.           0.
     0.       ]
 [   0.           0.           2.8422098 ...    0.           0.
     0.       ]
 [   0.           0.           2.7385416 ...    0.           0.
     0.       ]]",RnB
82,Dangerous (Prod.송유담),MADDY (매디),smells like you came runninglight the candles nowthen we smoke togethersipping whisky with no icefeels like I swallow a firecan you feel it’s burning hotour hearts are now on fireOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myselffeels like we are on a tripdon’t care good or badwe are feeling togetherwho are you and who am Ido not ask any questionsI’m a just girl on a cloudkiss me and let me flyOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myselfhow high weit seems dangeroushow high weit seems dangerousdon’t look down babylet’s keep just flyingOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myself,"[[-447.73096 -447.73096 -447.73096 ... -447.73096 -447.73096 -447.73096]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",RnB
83,초연,이민석,거울 속의 나의 존잰 작아혼잔 아무것도 할 수 없잖아삶이란 영화의 가친내 주변 사람과 채워가꽤나 많았던 후회실수 투성이던 그 때첨 서봤던 그 무대에서날 일으켜주던그 사랑을 기억해긴 말 하지 않아도 그냥옆에 있어주는 것 그걸로 충분해힘이 들 때 넌 기대도 돼모두 다 들어줄게넘어져도 괜찮아삶은 다 처음이니까아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무대를 마칠게아쉬워도 모든 것에는 끝이 있기에마지막까지 매 순간에 집중 해야 해스치는 필름에 결코 후회가 없게좋은 기운 머금고 숨을 뱉어내난 얼마나 주인공 역할에 충실했나완벽하진 않아도 최선이었나맨 땅 그 위를 달렸고빌었었지 그래 매일 밤얼마나 더 간절해야 들어주십니까멀리 왔어 진짜아직 갈 길이 멀지만이젠 두려울 게 없지 난더는 흔들릴 일 없어 정말모든 건 조연과숨은 사랑이 만든 거야하나밖에 없는 작품이그렇게 탄생한 거야만약 이 영화가 끝이 난다면엔딩 장면엔 미소 지으리막이 내려간 다음모두 떠나면지친 널 위해 노랠 부르리널 위해아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무대를 마칠게아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무댈 마칠게,"[[-488.06555   -488.06555   -275.99847   ... -456.80728   -463.7575
  -481.00903  ]
 [   0.           0.         163.45743   ...   30.735271    25.07799
     7.997143 ]
 [   0.           0.         -10.297019  ...    5.1943483    6.9186177
     3.535882 ]
 ...
 [   0.           0.          -9.287432  ...   -5.863012    -5.139345
    -4.999778 ]
 [   0.           0.         -16.048801  ...   -0.864035    -1.3297141
    -4.0551505]
 [   0.           0.          -8.415553  ...    0.9495624    0.5633344
    -1.7323942]]",RnB
84,Self,Ikki theMango,You need to know yourselfwhat if he just takes itand gives no space rightI think you’re just trynatest my patienceAnd even cavemenor space creatures willdo it much betterthan what you do ohI told you I’m fine with your wayDon’t try to push awayyour feelingTruly sincerely wanna knowStop disguisingcause’ i’ll be thereTo embrace whatWhatever it takes follow my stepSomething you don’t know ishow you fulfill my heartI’m quite sure you’ll never knowFeeling summer breezethat blows down my hairBut what ifYou don’t knowthere’s someone outWants to be your bestieand cuddle upand cheer you up it’llBe kinda sad but who caresI’ll be by your sideDon’t try to push awayyour feelingsTruly sincerely wanna knowStop disguisingcause’ i’ll be thereTo embrace whatWhatever it takes follow my stepI don’t wanna pressure youtill you’re ready to showSo come a little closerif you can do it right nowAnd i don’t wanna pressure youtill you’re ready to showSo come a little closerif you can do it right now,"[[-466.20917 -466.20917 -466.20917 ... -466.20917 -466.20917 -466.20917]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",RnB
85,Someday,JUNE 53,We had a lot of timegetting hurt and thencomfort someone againAnd I don’t knowwhat has taken my heavenlychildhood nowhereWhat makes youfeel so sad and badYou’ve never actedlike that beforeReally What dowe have to be sad forWe need to calm downWe had a lot of timetalking loud and playingin house for a whole nightNo matter we walk a wayride a car togetheror whatever I can’t figure outwhy I’m anxiousWhat makes you happyDid you find outIs that what you wanted beforeThink about itSo did you forget somethingWe need to calm down,"[[-551.66876 -551.66876 -551.66876 ... -551.66876 -551.66876 -551.66876]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",RnB
86,Moonriver (Feat. Ekko),11호,Baby look at the moonlight우릴 밝히는 view눈이 감기질 않아We go high바람부는 언덕 위에 집을 지어 baby변하지않기로 약속해 난떠나지 않아Moonriver in the sky하얀 별들 사이 가려진 너잡고싶은 satlellite babeMoonriver in the sky반짝이는 너의 미소에빠져 녹아버려 난너와 나im in this cloud tonightlook at it down구름을 가르며 하늘에떠있는데풍선을 탄 것 같애look at it down절대 떨어지지 못하게 yeahbaby look at us별처럼 빛나i gotta trip to너란 universe떠나갈꺼야바람부는 언덕위에서있을게 babe혼자 있기 싫어사실 너가 필요해Moonriver in the sky하얀 별들 사이 가려진 너잡고싶은 satlellite babeMoonriver in the sky반짝이는 너의 미소에빠져 녹아버려 난너와 나,"[[-466.6365 -466.6365 -466.6365 ... -466.6365 -466.6365 -466.6365]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",RnB
87,다음 정거장은 별나라야,텅스텐,그렇게도 많은 그렇게도 많은사람들 중에는저 창문 밖 풍경에 어떤관심도 없는 걸까그렇게도 많은 그렇게도 많은시간을 걸고서이 불안한 침묵을 참는내기를 하는 걸까다음정거장은 별나라야모두가 뛰어 놀 만큼 넓은 곳이야다음 정거장은 별나라야모두가 소리 질러도 되는 곳이야같이 놀자 그런 표정 짓지 마쏟아져 오는 별님들을 바라봐내가 아니고 저 창문 밖에 말이야걱정 말아 네게도 보일거야분홍색 구름 가득한 멋진 곳이야밖을 봐봐 거짓말이 아냐줄지어 어깨를 맞대고 있는 사람들서로가 서로의 온기를 미처느끼지 못 하는 걸까서둘러 발길을 옮기며 앞서가는 이는뒤쫓는 사람 수만큼 행복할 수 있을까다음 정거장은 별나라야모두가 뛰어 놀만큼 넓은 곳이야다음 정거장은 별나라야모두가 소리 질러도 되는 곳이야같이 놀자 그런 표정 짓지 마쏟아져 오는 별님들을 바라봐내가 아니고 저 창문 밖에 말이야걱정 말아 네게도 보일거야분홍색 구름 가득한 멋진 곳이야밖을 봐봐 거짓말이 아냐,"[[-484.29227    -484.29227    -484.29227    ... -482.7661
  -483.4837     -484.29227   ]
 [   0.            0.            0.         ...    2.0369644
     1.0777191     0.        ]
 [   0.            0.            0.         ...    1.6869321
     0.88805187    0.        ]
 ...
 [   0.            0.            0.         ...    1.7983602
     0.98624766    0.        ]
 [   0.            0.            0.         ...    1.9916037
     1.1042484     0.        ]
 [   0.            0.            0.         ...    1.9507008
     1.0950588     0.        ]]",RnB
88,넌 꿈 같아,최승묵,또 난 내 옆에 앉았던 널 떠올리다가 혼자 웃고 있어 시간이 틀린 너와 날 보다가 우연히 들린 여길 또 지나가 그때 넌 날 그때 난 널 넌 모르겠지만 아직까지 난 변하지 않고 또 같은 시간들을 지나가 널 다시 따라가 아무것도 난 못하게 될 거야 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 엊그제 있던 일인 것 같아 어쩌다 웃고 있는 너를 봐 그 누구도 아마 대신할 수 없어 시간이 지나가듯 넌 많이 변했겠지 모든 게 달라지듯 나도 변하게 될 거야 너도 알잖아 하고픈 말이 많아 넌 모르겠지만 아직까지 난 변하지 않고 또 같은 시간들을 지나가 널 다시 따라가 아무것도 난 못하게 될 거야 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 네가 있던 곳을 또 나는 보다가 네가 있는 곳으로 나는 떠날까 알 수 없던 너의 맘에 드는 거 이제 난 맘에 드는 것 조차 아무것도 할 수 없게 만들고 넌 다른 날들을 지내고 있다고 난 지금처럼 내 모든 게 다 좀처럼 떠나가게 할 수 없다고 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 여기 네가 있던 걸까넌 다른 마음인 걸까그대로야 난그때부터 난넌 꿈 같아 Dreamlike마치 그때 넌 Dreamlike마주했던 곳 마다눈감아야만 너와,"[[-504.291 -504.291 -504.291 ... -504.291 -504.291 -504.291]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 ...
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]
 [   0.       0.       0.    ...    0.       0.       0.   ]]",RnB
89,Wonderful (Prod.by Greenism),켠오,baby 아직까지 기다려 그 둘만의 순간에좀 더 가까워지기를또 간절하게 기도해그렇게 또 흘러만가i feel lonely In a hurry쉽지않은 일이란걸 알아 미뤄져 내일로for a love 잡힐듯 멀어져가또 이리저리로다가가니 어느새 run away멈춰줄 순 없니 어쩌면 다쳐 내 맘oh let you know언젠가 맘이 꼭 닿기를 바래wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내 맘이 지금 너의 곁으로스며들어가 wonderful u are지금 너를 향한 내 맘얼어붙어 심장은 이미 패닉난 보기보다 나약하단소릴 꽤나 듣고 살아전에 용기를 잃어버린 나야꺼지지가 않는 고민이러다 놓치게될까봐 영원히너도 이런 기분을 알까단 한번도 없겠지나만 혼자 힘든거잖아걸음이 느린 나의 탓for a love 잡힐듯 멀어져가또 이리저리로다가가니 어느새 넌 run away멈춰줄순 없니 어쩌면 다쳐 내 맘oh let you know언젠가 맘이 꼭 닿기를 바래wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내 맘이 지금 너의 곁으로스며들어가 wonderful u are여전히 헤매는걸이렇게 매일 주변을 맴돌아어딜가도 네 생각뿐인걸조금만 나를 바라봐줘애쓰고 있는 날wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내맘 어서 빨리 다가가좀 더 스며 들어꽉 차는감정도스치는바람도처음 느껴봐서나도 어색해다가가는것도말을 걸어보는것도정말 쉽지않아가슴 졸이며 살아,"[[-503.27026 -503.27026 -503.27026 ... -503.27026 -503.27026 -503.27026]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",RnB
90,Always Be With You,HYUNKI,그대와 함께 할 모든 날이 그려져그대와 함께 갈 모든 길이 그려져나를 바라보는 너의 두 눈이 빛나밤하늘에 펼쳐진 별빛같이 반짝여I will always be with you항상 너의 곁에Always together 항상 꼭 껴안을게무료한 내 삶에 행복한 미소 짓게 한그대가 내 맘에가득 차서 I will always be with you사랑을 알게 한 너에게 고마워사랑을 나눠준 너에게 참 고마워나를 바라보며 웃는 너의 입가에번진 미소 덕분에 나도 같이 웃게 돼I will always be with you항상 너의 곁에Always together 항상 꼭 껴안을게무료한 내 삶에 행복한 미소 짓게 한그대가 내 맘에가득 차서 I will always be with you그대의 슬픔도 아픔도모두 다 안아줄 거야다가올 반가운 날들이우릴 감싸 안아줄 거야나의 품에 들어와줘더 이상 외롭지 않게항상 함께 있을게그대 곁에I will always be with you항상 너의 곁에Always together 항상 꼭 껴안을게무료한 내 삶에 행복한 미소 짓게 한그대가 내 맘에가득 차서 I will always be with you그대 곁에 I will always be with you,"[[-503.33887   -503.33887   -501.31622   ... -503.33887   -503.33887
  -503.33887  ]
 [   0.           0.           2.8549166 ...    0.           0.
     0.       ]
 [   0.           0.           2.8382416 ...    0.           0.
     0.       ]
 ...
 [   0.           0.           1.435502  ...    0.           0.
     0.       ]
 [   0.           0.           1.2864674 ...    0.           0.
     0.       ]
 [   0.           0.           1.1340475 ...    0.           0.
     0.       ]]",RnB
91,Let Me Love You,Boi Brown,나도 모르겠어I don't know oh What to do이미 널 좋아해서어색해진 내 모습널 자주 봐야겠어Everyday I think of you질투도 났어솔직한 감정 Need you다른 남자들과 놀 시간에Play with me 해시간 낭비 말고 내 곁으로 와주길 원해좋은 차와 많은 돈은 아직부족하지 BabyBut You’ll see meI’ll make a lot of moneyI just wanna make you mineBaby Don’t say goodbye언제나 내 곁에 있어줘Baby Let MeLet Me Let Me Love YouLet Me Let Me Love YouI don't let you goBaby Let Me Love You말하고 싶어이런 나의 마음I don't let you go보고 싶어 It's trueLet Me Let Me Love YouLet Me Let Me Love You정말 모르겠어나만 복잡하지 또널 괜히 좋아해서닳고 닳은 나의 마음그래도 어쩌겠어심장은 계속 뛰는 걸따로 노는 Brain and Heart난 날아올라 Like a bird다른 남자들과 놀 시간에Play with me 해시간 낭비 말고 내 곁으로 와주길 원해좋은 차와 많은 돈은 아직부족하지 BabyBut You'll see meI'll make a lot of moneyIf you be my girlI don’t let you downYou the only oneBaby You’re my styleIf you be my girlI will make you smileI will make you smileReally I don’t lieI don't let you goBaby Let Me Love You말하고 싶어이런 나의 마음I don't let you go보고 싶어 It's trueLet Me Let Me Love YouLet Me Let Me Love YouI don't let you goBaby Let Me Love You말하고 싶어이런 나의 마음I don't let you go보고싶어 It's trueLet Me Let Me Love YouLet Me Let Me Love You,"[[-522.1324 -522.1324 -522.1324 ... -522.1324 -522.1324 -522.1324]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",RnB
92,Barricade,L.ocean (로션),don't be shy내 손 잡아오늘 밤은 꽉 잡기로 해girl you don't be shy답답해 보여맞지 않는 어항 속에 넌속 시원하게 빈말은 빼고 들어와줘속 시원하게 빛 바랜 외투는 벗어둘게가식 쟁인 저리 가줘그러니까 내게 말을 해줘오늘만은 솔직하게 해줘깨부셔 barricadebarricade in the ocean다 가라앉아 놓고왜 또 벽을 새워깨부셔 barricade비겁한 태도 말고i’m stuck with you빠져나올 수 없어여기 모든 것이탐이 나네 탐이 나네오늘 밤엔 참아야 돼 예상밖에구미가 땡기는 쾌락은내겐 독이 되던데간만에 설렌 vacationnobody 날 막을 순 없어이끌리는 대로 할게서로 분위길 맞춰갈게넌 자꾸 술을 권해주량이 넘은 건배we can be the best조절이 안되면그땐 다 부질없는 건데비슷한 놈들끼리 모여서코드가 잘 맞아떨어져feel so nice 그리폰 같이날아갈 수 있어 어디든 말해오늘 갈게속 시원하게 빈말은 빼고 들어와줘속 시원하게 빛 바랜 외투는 벗어둘게가식 쟁인 저리 가줘그러니까 내게 말을 해줘오늘만은 솔직하게 해줘깨부셔 barricadebarricade in the ocean다 가라앉아 놓고왜 또 벽을 새워깨부셔 barricade비겁한 태도 말고i’m stuck with you빠져나올 수 없어아름다운 것들때묻은 거 말고거칠어지지 않은 걸로새 걸로 태어나누군가의 소지품으로살아갔네freedom 을 외쳤네기다리던 네가 맞네그대 품속에 가득 찬 barricade넘어갈 차례니깨부수고 나갈게깨부셔 barricadebarricade in the ocean다 가라앉아 놓고왜 또 벽을 새워깨부셔 barricade비겁한 태도 말고i’m stuck with you빠져나올 수 없어깨부셔 barricadebarricade in the ocean다 가라앉아 놓고왜 또 벽을 새워깨부셔 barricade비겁한 태도 말고i’m stuck with you빠져나올 수 없어,"[[-465.19952   -465.19952   -423.4973    ... -465.19952   -465.19952
  -465.19952  ]
 [   0.           0.          55.87066   ...    0.           0.
     0.       ]
 [   0.           0.          47.120705  ...    0.           0.
     0.       ]
 ...
 [   0.           0.          -4.430937  ...    0.           0.
     0.       ]
 [   0.           0.          -4.5446005 ...    0.           0.
     0.       ]
 [   0.           0.          -4.1500163 ...    0.           0.
     0.       ]]",RnB
93,내 첫사랑 (With 문빛),새봄 (saevom),처음 너를 만난 순간그 순간을 나는 기억해오락가락 왔다 갔다마치 내 마음만 같던햇살이 밝다가도 금세비가 내리던 그 해 봄 끝그렇게 넌 반짝였었지많은 사람 그 속에서익숙한 향기 스칠 때면어김없이 너는 항상어디선가 웃고 있었어조금의 망설임도 없이빠져들었던 그 미소에모든 게 다 눈부셨는데백 번을 그때로 되돌아간다면어쩌면 다시 천 번은 널 좋아할 거야매일 밤 무릎을 안고긴 상상하던 나를 넌 알까아마 절대 모를 거야입 맞추는 꿈을 꾸던 그날도싱숭한 밤 잠 못 든 채눈을 감고 널 그렸어수채화처럼 번지다가스며오는 너의 웃음좋아한다는 말보다더 좋아한단 말은 없을까꼭 내 마음만 같을 텐데백 번을 그때로 되돌아간다면어쩌면 다시 천 번은 널 좋아할 거야매일 밤 무릎을 안고긴 상상하던 나를 넌 알까아마 절대 모를 거야얼마나 널 안고 싶었는지도가닿을 수 없다는 걸 알지만그 순간의 네가 너라서 고마워이토록 고요한 어둠에 기대어아무도 몰래 숨겨온 나만의 이야기계절이 돌아서 언젠가같은 바람 불어온다면가볍게 실어 보낼래너를 많이 좋아했던 그날에,"[[-469.77884 -469.77884 -469.77884 ... -469.77884 -469.77884 -469.77884]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",Indi
94,비춰줄 거야,유용호,해가 지고밤이 오고모든 게 다잠이 들 때면하늘은 온통수많은 별너의 위에서춤을 추고 있어눈을 감으면더욱 빛나는 것보이지 않으니그저 믿으면 돼불안할 때도네가 슬플 때도언제나 네 곁을지켜줄 거야시간이 흘러많은 게 변하고무뎌지게 되더라도이 마음은 여기에 남아서툴던 우릴 비춰줄 거야치기 어리던서툰 표현에도설레 잠 못 들던우리가 있었고마냥 웃다 보면너로 가득해서새벽을 깨우던우리가 있었어시간이 흘러많은 게 변하고무뎌지게 되더라도이 마음은 여기에 남아서툴던 우릴 비춰줄 거야오늘 더 말할게너를 좋아해이 맘 다 알 수 있도록많이 사랑해 너를 영원토록나 나나 나나나나나나 나나나 나나 나나나나나나 나나,"[[-514.02844 -514.02844 -514.02844 ... -514.02844 -514.02844 -514.02844]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",Indi
95,봄 그리고 밤,연희다방,가만히 느껴지는 바람아찔하게 스치는 향기이렇게 모른 척만 하다가는금세 지나가 버릴 계절 같아주책 같아도 여는 창문날 부르는 봄 그리고 밤새로 산 신발을 꺼내 본다괜스레 전화를 걸어본다함께 걷자목소리 들으며같은 하늘같은 달 아래서내 바람이 닿는 전화 너머설레는 맘은 들리지 않길같이 걷자같은 봄을 맞으며어쩌면 밤새 걸을지 몰라네 숨결이 닿는 전화 너머떨리는 맘은 들리지 않길오늘도 그저 그런 하루지금 이 시간 문자 한 통이렇게 모른 척만 하다가는웃으며 널 못 볼 것만 같아서아무렇지 않은 척 해도날 깨우는 봄 그리고 밤홀로 걷고 있던 골목길이네 생각으로 가득하더라고함께 걷자목소리 들으며같은 하늘같은 달 아래서내 바람이 닿는 전화 너머설레는 맘은 들리지 않길같이 걷자같은 봄을 맞으며어쩌면 밤새 걸을지 몰라네 숨결이 닿는 전화 너머떨리는 맘은 들리지 않길함께 걷자목소리 들으며같은 하늘같은 달 아래서내 바람이 닿는 전화 너머설레는 맘은 들리지 않길함께 있는 것 같아서같은 봄을 맞으며어쩌면 밤새 걸을지 몰라네 숨결이 닿는 전화 너머떨리는 맘은 들리지 않길가만히 느껴지는 바람아찔하게 스치는 향기이렇게 모른 척만 하다가는금세 지나가 버릴 계절 같아,"[[-526.18616   -523.2893    -519.745     ... -526.18616   -526.18616
  -526.18616  ]
 [   0.           4.0902014    8.527351  ...    0.           0.
     0.       ]
 [   0.           4.070581     8.622739  ...    0.           0.
     0.       ]
 ...
 [   0.           2.4251316    3.3493614 ...    0.           0.
     0.       ]
 [   0.           2.2509031    3.4637518 ...    0.           0.
     0.       ]
 [   0.           2.0728493    2.623893  ...    0.           0.
     0.       ]]",Indi
96,outsole,sewoong,기대는 달콤하게 와나의 영혼을 빼앗곤모두 불을 뿜듯 달아나겠지세상이 무너지는 기분나 고개를 저으며떠나온 자릴 다시 되찾지아무것도 다치지 않았길차라리 마음을 추슬러네가 춤을 추는게 보여난 닳아 없어질 듯 뒤척거리기만다시 조용히 호흡을 뱉어내겐 차라리 이게 더나는 차라리 이대로조용히 있는게 맞는걸그 때의 시끄러운 소음을잊는다는 건 아니고 그냥 뭐그때의 바람이 불면 또모르는 척 고개를 저을래괜찮냐고 하면난 그냥 그런척하겠어긴말은 필요하지 않겠지도망을 어서 떠나야겠어또 지워버릴 거면또 그냥 그럭저럭하겠어미지근하게 데워진두려움과 설렘 그 사이에서아무것도 변하지 않았길난 내가 잃은 걸 추슬러네가 춤을 추는게 보여또 닳아 없어질 듯 뒤척거리기만다시 조용히 호흡을 뱉어내겐 차라리 이게 더나는 차라리 이대로조용히 있는게 맞는걸그 때의 시끄러운 소음을잊는다는건 아니고 그냥 뭐그 때의 바람이 불면 또모르는 척 고개를 저을래이젠 모든 걸 비워야 할 때나는 여운이 줄지를 않네여기 닳고 닳은 것과어려운 게 이렇게 많았나내게 조그만 눈길도 주지 않던너의 마음에 관하여다시 가벼워 질 때쯤모르는 척 고개를 저을래,"[[-538.0092 -538.0092 -538.0092 ... -538.0092 -538.0092 -538.0092]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",Indi
